name,current_price_per_night,average_rating,total_reviews_received,address,lat,lng,reviewer_nationality,rating,rating_date,review_title,review,tags
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki,5,July 15 2017,90 euros at summer time,During the summer time it's much cheaper. With the spa a day cost 90 e including breakfast which was good. It's clean. You can ask for late check-out for free. It has two restaurants. Rooms are big. Recomm,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,ENGLAND,5,October 13 2017,ALL UNDER ONE ROOF.....,The hotel has everything  if your staying here   the swimming pool is free  although you have to wear speedos (as a male)...there is 10 pin bowling rink - great cafe - great Bar and restaurant  this hotel  is perfectly situated  for doing activities -.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki  Finland,4,September 27 2017,Superb spa!,This is a nice hotel  located very close to the heart of Levi. We visited the hotel just after the Arctic Challenge in July. After staying a couple of nights in a spacious cottage  the hotel room seemed small (even if there was an extra.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Tel Aviv,3,September 22 2017,Crowded and cold - Good for Scandinavians,A nice complex of inside and outside pool' however' being outside in winter is cold for people not from Scandinavia  lapland  Siberia  etc. If you stay at their hotel you may have to walk for about 5 minutes from your,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki,5,July 15 2017,90 euros at summer time,During the summer time it's much cheaper. With the spa a day cost 90 e including breakfast which was good. It's clean. You can ask for late check-out for free. It has two restaurants. Rooms are big. Recomm,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,ENGLAND,5,October 13 2017,ALL UNDER ONE ROOF.....,The hotel has everything  if your staying here   the swimming pool is free  although you have to wear speedos (as a male)...there is 10 pin bowling rink - great cafe - great Bar and restaurant  this hotel  is perfectly situated  for doing activities -.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki  Finland,4,September 27 2017,Superb spa!,This is a nice hotel  located very close to the heart of Levi. We visited the hotel just after the Arctic Challenge in July. After staying a couple of nights in a spacious cottage  the hotel room seemed small (even if there was an extra.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Tel Aviv,3,September 22 2017,Crowded and cold - Good for Scandinavians,A nice complex of inside and outside pool' however' being outside in winter is cold for people not from Scandinavia  lapland  Siberia  etc. If you stay at their hotel you may have to walk for about 5 minutes from your,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki,5,July 15 2017,90 euros at summer time,During the summer time it's much cheaper. With the spa a day cost 90 e including breakfast which was good. It's clean. You can ask for late check-out for free. It has two restaurants. Rooms are big. Recomm,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,ENGLAND,5,October 13 2017,ALL UNDER ONE ROOF.....,The hotel has everything  if your staying here   the swimming pool is free  although you have to wear speedos (as a male)...there is 10 pin bowling rink - great cafe - great Bar and restaurant  this hotel  is perfectly situated  for doing activities -.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki  Finland,4,September 27 2017,Superb spa!,This is a nice hotel  located very close to the heart of Levi. We visited the hotel just after the Arctic Challenge in July. After staying a couple of nights in a spacious cottage  the hotel room seemed small (even if there was an extra.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Tel Aviv,3,September 22 2017,Crowded and cold - Good for Scandinavians,A nice complex of inside and outside pool' however' being outside in winter is cold for people not from Scandinavia  lapland  Siberia  etc. If you stay at their hotel you may have to walk for about 5 minutes from your,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki,5,July 15 2017,90 euros at summer time,During the summer time it's much cheaper. With the spa a day cost 90 e including breakfast which was good. It's clean. You can ask for late check-out for free. It has two restaurants. Rooms are big. Recomm,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,ENGLAND,5,October 13 2017,ALL UNDER ONE ROOF.....,The hotel has everything  if your staying here   the swimming pool is free  although you have to wear speedos (as a male)...there is 10 pin bowling rink - great cafe - great Bar and restaurant  this hotel  is perfectly situated  for doing activities -.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki  Finland,4,September 27 2017,Superb spa!,This is a nice hotel  located very close to the heart of Levi. We visited the hotel just after the Arctic Challenge in July. After staying a couple of nights in a spacious cottage  the hotel room seemed small (even if there was an extra.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Tel Aviv,3,September 22 2017,Crowded and cold - Good for Scandinavians,A nice complex of inside and outside pool' however' being outside in winter is cold for people not from Scandinavia  lapland  Siberia  etc. If you stay at their hotel you may have to walk for about 5 minutes from your,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki,5,July 15 2017,90 euros at summer time,During the summer time it's much cheaper. With the spa a day cost 90 e including breakfast which was good. It's clean. You can ask for late check-out for free. It has two restaurants. Rooms are big. Recomm,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,ENGLAND,5,October 13 2017,ALL UNDER ONE ROOF.....,The hotel has everything  if your staying here   the swimming pool is free  although you have to wear speedos (as a male)...there is 10 pin bowling rink - great cafe - great Bar and restaurant  this hotel  is perfectly situated  for doing activities -.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki  Finland,4,September 27 2017,Superb spa!,This is a nice hotel  located very close to the heart of Levi. We visited the hotel just after the Arctic Challenge in July. After staying a couple of nights in a spacious cottage  the hotel room seemed small (even if there was an extra.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Tel Aviv,3,September 22 2017,Crowded and cold - Good for Scandinavians,A nice complex of inside and outside pool' however' being outside in winter is cold for people not from Scandinavia  lapland  Siberia  etc. If you stay at their hotel you may have to walk for about 5 minutes from your,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki,5,July 15 2017,90 euros at summer time,During the summer time it's much cheaper. With the spa a day cost 90 e including breakfast which was good. It's clean. You can ask for late check-out for free. It has two restaurants. Rooms are big. Recomm,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,ENGLAND,5,October 13 2017,ALL UNDER ONE ROOF.....,The hotel has everything  if your staying here   the swimming pool is free  although you have to wear speedos (as a male)...there is 10 pin bowling rink - great cafe - great Bar and restaurant  this hotel  is perfectly situated  for doing activities -.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki  Finland,4,September 27 2017,Superb spa!,This is a nice hotel  located very close to the heart of Levi. We visited the hotel just after the Arctic Challenge in July. After staying a couple of nights in a spacious cottage  the hotel room seemed small (even if there was an extra.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Tel Aviv,3,September 22 2017,Crowded and cold - Good for Scandinavians,A nice complex of inside and outside pool' however' being outside in winter is cold for people not from Scandinavia  lapland  Siberia  etc. If you stay at their hotel you may have to walk for about 5 minutes from your,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki,5,July 15 2017,90 euros at summer time,During the summer time it's much cheaper. With the spa a day cost 90 e including breakfast which was good. It's clean. You can ask for late check-out for free. It has two restaurants. Rooms are big. Recomm,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,ENGLAND,5,October 13 2017,ALL UNDER ONE ROOF.....,The hotel has everything  if your staying here   the swimming pool is free  although you have to wear speedos (as a male)...there is 10 pin bowling rink - great cafe - great Bar and restaurant  this hotel  is perfectly situated  for doing activities -.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki  Finland,4,September 27 2017,Superb spa!,This is a nice hotel  located very close to the heart of Levi. We visited the hotel just after the Arctic Challenge in July. After staying a couple of nights in a spacious cottage  the hotel room seemed small (even if there was an extra.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Tel Aviv,3,September 22 2017,Crowded and cold - Good for Scandinavians,A nice complex of inside and outside pool' however' being outside in winter is cold for people not from Scandinavia  lapland  Siberia  etc. If you stay at their hotel you may have to walk for about 5 minutes from your,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki,5,July 15 2017,90 euros at summer time,During the summer time it's much cheaper. With the spa a day cost 90 e including breakfast which was good. It's clean. You can ask for late check-out for free. It has two restaurants. Rooms are big. Recomm,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,ENGLAND,5,October 13 2017,ALL UNDER ONE ROOF.....,The hotel has everything  if your staying here   the swimming pool is free  although you have to wear speedos (as a male)...there is 10 pin bowling rink - great cafe - great Bar and restaurant  this hotel  is perfectly situated  for doing activities -.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki  Finland,4,September 27 2017,Superb spa!,This is a nice hotel  located very close to the heart of Levi. We visited the hotel just after the Arctic Challenge in July. After staying a couple of nights in a spacious cottage  the hotel room seemed small (even if there was an extra.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Tel Aviv,3,September 22 2017,Crowded and cold - Good for Scandinavians,A nice complex of inside and outside pool' however' being outside in winter is cold for people not from Scandinavia  lapland  Siberia  etc. If you stay at their hotel you may have to walk for about 5 minutes from your,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki,5,July 15 2017,90 euros at summer time,During the summer time it's much cheaper. With the spa a day cost 90 e including breakfast which was good. It's clean. You can ask for late check-out for free. It has two restaurants. Rooms are big. Recomm,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,ENGLAND,5,October 13 2017,ALL UNDER ONE ROOF.....,The hotel has everything  if your staying here   the swimming pool is free  although you have to wear speedos (as a male)...there is 10 pin bowling rink - great cafe - great Bar and restaurant  this hotel  is perfectly situated  for doing activities -.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki  Finland,4,September 27 2017,Superb spa!,This is a nice hotel  located very close to the heart of Levi. We visited the hotel just after the Arctic Challenge in July. After staying a couple of nights in a spacious cottage  the hotel room seemed small (even if there was an extra.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Tel Aviv,3,September 22 2017,Crowded and cold - Good for Scandinavians,A nice complex of inside and outside pool' however' being outside in winter is cold for people not from Scandinavia  lapland  Siberia  etc. If you stay at their hotel you may have to walk for about 5 minutes from your,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki,5,July 15 2017,90 euros at summer time,During the summer time it's much cheaper. With the spa a day cost 90 e including breakfast which was good. It's clean. You can ask for late check-out for free. It has two restaurants. Rooms are big. Recomm,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,ENGLAND,5,October 13 2017,ALL UNDER ONE ROOF.....,The hotel has everything  if your staying here   the swimming pool is free  although you have to wear speedos (as a male)...there is 10 pin bowling rink - great cafe - great Bar and restaurant  this hotel  is perfectly situated  for doing activities -.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki  Finland,4,September 27 2017,Superb spa!,This is a nice hotel  located very close to the heart of Levi. We visited the hotel just after the Arctic Challenge in July. After staying a couple of nights in a spacious cottage  the hotel room seemed small (even if there was an extra.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Tel Aviv,3,September 22 2017,Crowded and cold - Good for Scandinavians,A nice complex of inside and outside pool' however' being outside in winter is cold for people not from Scandinavia  lapland  Siberia  etc. If you stay at their hotel you may have to walk for about 5 minutes from your,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki,5,July 15 2017,90 euros at summer time,During the summer time it's much cheaper. With the spa a day cost 90 e including breakfast which was good. It's clean. You can ask for late check-out for free. It has two restaurants. Rooms are big. Recomm,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,ENGLAND,5,October 13 2017,ALL UNDER ONE ROOF.....,The hotel has everything  if your staying here   the swimming pool is free  although you have to wear speedos (as a male)...there is 10 pin bowling rink - great cafe - great Bar and restaurant  this hotel  is perfectly situated  for doing activities -.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Helsinki  Finland,4,September 27 2017,Superb spa!,This is a nice hotel  located very close to the heart of Levi. We visited the hotel just after the Arctic Challenge in July. After staying a couple of nights in a spacious cottage  the hotel room seemed small (even if there was an extra.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Tel Aviv,3,September 22 2017,Crowded and cold - Good for Scandinavians,A nice complex of inside and outside pool' however' being outside in winter is cold for people not from Scandinavia  lapland  Siberia  etc. If you stay at their hotel you may have to walk for about 5 minutes from your,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
Levi Hotel Spa,,4.0,628,Levintie 1590 Levi Lapland Finland,67.80389,24.800854,Plymouth  United Kingdom,5,July 23 2017,Awesome hotel actually visited Feb 2016,Loved every minute staying here  we actually visited in Feb/Mar 2016. The hotel was amazing  perfect  the pool/spa area was really nice especially in the hot tub outside in the snow. The food was great too  typically Finnish but very very tasty  smoked salmon and.,junior suite:ounas block:bunk beds:northern lights:bowling alley:zero point:wear speedos:sliding door:santa break:drying cupboard:main building:steam rooms:water world:standard family room:pizza restaurant:frozen lake:new block
